doi,paper_id,title,authors,published_date,submission_date,article_url,in_scope,qualitative,data,code,data_and_code,neither,data_gated,data_source_apply_at,package_location,path_to_package,coverage_checked,notes
10.15195/v6.a1,SS168,Inequality of Educational Opportunity in East and West Germany: Convergence or Continued Differences?,"Markus Klein, Katherin Barg, Michael Kühhirt",2019-01-10,"October 15, 2018",https://sociologicalscience.com/articles-v6-1-1/,,,,,,,,,,,,
10.15195/v6.a2,SS169,Exploring the Sources of Collective Effervescence: A Multilevel Study,Lasse Suonperä Liebst,2019-01-17,"October 27, 2018",https://sociologicalscience.com/articles-v6-2-27/,,,,,,,,,,,,
10.15195/v6.a3,SS170,"Do Test Score Gaps Grow Before, During, or Between the School Years? Measurement Artifacts and What We Can Know in Spite of Them","Paul T. von Hippel, Caitlin Hamrock",2019-01-24,"February 20, 2018",https://sociologicalscience.com/articles-v6-3-43/,,,,,,,,,,,,
10.15195/v6.a4,SS171,"Best Practices for Estimating, Interpreting, and Presenting Nonlinear Interaction Effects",Trenton D. Mize,2019-02-06,"December 18, 2018",https://sociologicalscience.com/articles-v6-4-81/,,,,,,,,,,,,
10.15195/v6.a6,SS173,The Social Stratification of Environmental and Genetic Influences on Education: New Evidence Using a Register-Based Twin Sample,"Tina Baier, Volker Lang",2019-02-20,"September 25, 2018",https://sociologicalscience.com/articles-v6-6-143/,,,,,,,,,,,,
10.15195/v6.a8,SS175,The Structure of Negative Social Ties in Rural Village Networks,"Alexander Isakov, James H. Fowler, Edoardo M. Airoldi, Nicholas A. Christakis",2019-03-06,"January 16, 2019",https://sociologicalscience.com/articles-v6-8-197/,,,,,,,,,,,,
10.15195/v6.a9,SS176,Structure of Online Dating Markets in U.S. Cities,Elizabeth E. Bruch and M. E. J. Newman,2019-04-02,"February 13, 2019",https://sociologicalscience.com/articles-v6-9-219/,,,,,,,,,,,,
10.15195/v6.a11,SS178,Why Does Parental Divorce Lower Children’s Educational Attainment? A Causal Mediation Analysis,"Jennie E. Brand, Ravaris Moore, Xi Song, Yu Xie",2019-04-16,"January 25, 2019",https://sociologicalscience.com/articles-v6-11-264/,,,,,,,,,,,,
10.15195/v6.a12,SS179,Racial Intermarriage in the Americas,"Edward Telles, Albert Esteve",2019-04-23,"January 7, 2019",https://sociologicalscience.com/articles-v6-12-293/,,,,,,,,,,,,
10.15195/v6.a15,SS182,The Intergenerational Transmission of Family-Income Advantages in the United States,"Pablo A. Mitnik, Victoria Bryant, Michael Weber",2019-05-15,"February 4, 2019",https://sociologicalscience.com/articles-v6-15-380/,,,,,,,,,,,,
10.15195/v6.a16,SS183,"Buying In: Positional Competition, Schools, Income Inequality, and Housing Consumption","Adam Goldstein, Orestes P. Hastings",2019-05-22,"September 12, 2018",https://sociologicalscience.com/articles-v6-16-416/,,,,,,,,,,,,
10.15195/v6.a17,SS184,"Socioeconomic, Ethnic, Racial, and Gender Gaps in Children’s Social/Behavioral Skills: Do They Grow Faster in School or out?","Douglas B. Downey, Joseph Workman, Paul von Hippel",2019-05-29,"March 17, 2019",https://sociologicalscience.com/articles-v6-17-446/,,,,,,,,,,,,
10.15195/v6.a18,SS185,Do Some Countries Discriminate More than Others? Evidence from 97 Field Experiments of Racial Discrimination in Hiring,"Lincoln Quillian, Anthony Heath, Devah Pager, Arnfinn H. Midtbøen, Fenella Fleischmann, Ole Hexel",2019-06-17,"March 7, 2019",https://sociologicalscience.com/articles-v6-18-467/,,,,,,,,,,,,
10.15195/v6.a21,SS188,The Mere Mention of Asians in Affirmative Action,"Jennifer Lee, Van C. Tran",2019-09-26,2019-07-15,https://sociologicalscience.com/articles-v6-21-551/,,,,,,,,,,,,
10.15195/v6.a22,SS189,"Individual and Social Genomic Contributions to Educational and Neighborhood Attainments: Geography, Selection, and Stratification in the United States","Thomas Laidley, Justin Vinneau, Jason D. Boardman",2019-11-13,"September 16, 2019",https://sociologicalscience.com/articles-v6-22-580/,,,,,,,,,,,,
10.15195/v6.a23,SS190,Linking Self-Employment Before and After Migration: Migrant Selection and Human Capital,Andrey Tibajev,2019-11-20,"October 7, 2019",https://sociologicalscience.com/articles-v6-23-609/,,,,,,,,,,,,
10.15195/v6.a24,SS191,"Robust Discourse and the Politics of Legitimacy: Framing International Intervention in the Syrian Civil War, 2011–2016","Eric W. Schoon, Scott W. Duxbury",2019-11-25,"September 16, 2019",https://sociologicalscience.com/articles-v6-24-635/,,,,,,,,,,,,
10.15195/v6.a26,SS193,Which Mothers Pay a Higher Price? Education Differences in Motherhood Wage Penalties by Parity and Fertility Timing,Catherine Doren,2019-12-19,"October 23, 2019",https://sociologicalscience.com/articles-v6-26-684/,,,,,,,,,,,,
10.15195/v7.a1,SS194,Stereotypical Gender Associations in Language Have Decreased Over Time,"Jason J. Jones, Mohammad Ruhul Amin, Jessica Kim, Steven Skiena",2020-01-07,"August 13, 2019",https://sociologicalscience.com/articles-v7-1-1/,,,,,,,,,,,,
10.15195/v7.a3,SS196,"""A Situation Where There Aren't Rules"": Unwanted Sex for Gay, Bisexual, and Questioning Men","Jessie V. Ford, Andréa Becker",2020-03-09,"January 6, 2020",https://sociologicalscience.com/articles-v7-3-57/,,,,,,,,,,,,
10.15195/v7.a4,SS197,"School Choice, Neighborhood Change, and Racial Imbalance Between Public Elementary Schools and Surrounding Neighborhoods","Kendra Bischoff, Laura Tach",2020-03-25,"July 1, 2019",https://sociologicalscience.com/articles-v7-4-75/,,,,,,,,,,,,
10.15195/v7.a6,SS199,Effects of Public School Closures on Crime: The Case of the 2013 Chicago Mass School Closure,Noli Brazil,2020-04-28,"January 9, 2020",https://sociologicalscience.com/articles-v7-6-128/,,,,,,,,,,,,
10.15195/v7.a7,SS200,"Self-Citation, Cumulative Advantage, and Gender Inequality in Science","Pierre Azoulay, Freda B. Lynn",2020-05-06,"March 23, 2020",https://sociologicalscience.com/articles-v7-7-152/,,,,,,,,,,,,
10.15195/v7.a8,SS201,The U.S. Occupational Structure: A Social Network Approach,Andrés Villarreal,2020-05-18,"November 22, 2019",https://sociologicalscience.com/articles-v7-8-187/,,,,,,,,,,,,
10.15195/v7.a9,SS202,The Small-World Network of College Classes: Implications for Epidemic Spread on a University Campus,"Kim A. Weeden, Benjamin Cornwell",2020-05-27,"April 17, 2020",https://sociologicalscience.com/articles-v7-9-222/,,,,,,,,,,,,
10.15195/v7.a10,SS203,It's All about the Parents: Inequality Transmission across Three Generations in Sweden,"Per Engzell, Carina Mood, Jan O. Jonsson",2020-06-01,"March 24, 2020",https://sociologicalscience.com/articles-v7-10-242/,,,,,,,,,,,,
10.15195/v7.a11,SS204,Re-examining How Partner Co-presence and Multitasking Affect Parents’ Enjoyment of Childcare and Housework,"Allison Dunatchik, Svetlana Speight",2020-07-28,"March 1, 2020",https://sociologicalscience.com/articles-v7-11-268/,,,,,,,,,,,,
10.15195/v7.a12,SS205,Status and Vocal Accommodation in Small Groups,Joseph Dippong,2020-08-03,"May 6, 2020",https://sociologicalscience.com/articles-v7-12-291/,,,,,,,,,,,,
10.15195/v7.a17,SS210,Bounded Solidarity in Cross-National Encounters: Individuals Share More with Others from Poor Countries but Trust Them Less,"Felix Bader, Marc Keuschnigg",2020-09-08,"June 5, 2020",https://sociologicalscience.com/articles-v7-17-415/,,,,,,,,,,,,
10.15195/v7.a18,SS211,The Meeting of Minds: Forging Social and Intellectual Networks within Universities,"Tobias H. Stark, J. Ashwin Rambaran, Daniel A. McFarland",2020-09-14,"May 6, 2020",https://sociologicalscience.com/articles-v7-18-433/,,,,,,,,,,,,
10.15195/v7.a20,SS213,Generalized Markovian Quantity Distribution Systems: Social Science Applications,"Noah E. Friedkin, Anton V. Proskurnikov",2020-10-08,"September 3, 2020",https://sociologicalscience.com/articles-v7-20-487/,,,,,,,,,,,,
10.15195/v7.a21,SS214,"Sexual Identity Disclosure among Lesbian, Gay, and Bisexual Individuals","Long Doan, Trenton D. Mize",2020-10-19,"August 19, 2020",https://sociologicalscience.com/articles-v7-21-504/,,,,,,,,,,,,
10.15195/v7.a22,SS215,Microaggressions in the United States,"Kiara Wyndham, Michael Hout",2020-11-02,"September 11, 2020",https://sociologicalscience.com/articles-v7-22-528/,,,,,,,,,,,,
10.15195/v7.a24,SS217,Who Supports Global Cooperation? Cooperative Internationalism at the Intersection of Social Class and Economic Development,"Brandon Gorman, Charles Seguin",2020-11-23,"August 27, 2020",https://sociologicalscience.com/articles-v7-24-570/,,,,,,,,,,,,
10.15195/v7.a25,SS218,The Inheritance of Race Revisited: Childhood Wealth and Income and Black–White Disadvantages in Adult Life Chances,"David Brady, Ryan Finnigan, Ulrich Kohler, Joscha Legewie",2020-12-01,"August 7, 2020",https://sociologicalscience.com/articles-v7-25-599/,,,,,,,,,,,,
10.15195/v7.a26,SS219,Threshold Models of Collective Behavior II: The Predictability Paradox and Spontaneous Instigation,"Michael W. Macy, Anna Evtushenko",2020-12-08,"October 18, 2020",https://sociologicalscience.com/articles-v7-26-628/,,,,,,,,,,,,
10.15195/v7.a28,SS221,"The Toll of Turnover: Network Instability, Well-Being, and Academic Effort in 56 Middle Schools","Hana Shepherd, Adam Reich",2020-12-18,"August 12, 2020",https://sociologicalscience.com/articles-v7-28-663/,,,,,,,,,,,,
10.15195/v8.a1,SS222,How to Sell a Friend: Disinterest as Relational Work in Direct Sales,Curtis Child,2021-01-06,"September 18, 2020",https://sociologicalscience.com/articles-v8-1-1/,,,,,,,,,,,,
10.15195/v8.a3,SS224,Using Sequence Analysis to Quantify How Strongly Life Courses Are Linked,Tim F. Liao,2021-01-19,"November 5, 2020",https://sociologicalscience.com/articles-v8-3-48/,,,,,,,,,,,,
10.15195/v8.a4,SS225,Still a Small World? University Course Enrollment Networks before and during the COVID-19 Pandemic,"Kim A. Weeden, Benjamin Cornwell, Barum Park",2021-01-21,"November 19, 2020",https://sociologicalscience.com/articles-v8-4-73/,,,,,,,,,,,,
10.15195/v8.a5,SS226,A Model-Based Method for Detecting Persistent Cultural Change Using Panel Data,"Stephen Vaisey, Kevin Kiley",2021-03-22,"January 4, 2021",https://sociologicalscience.com/articles-v8-5-83/,,,,,,,,,,,,
10.15195/v8.a6,SS227,Who Thinks How? Social Patterns in Reliance on Automatic and Deliberate Cognition,"Gordon Brett, Andrew Miles",2021-05-10,"February 10, 2021",https://sociologicalscience.com/articles-v8-6-96/,,,,,,,,,,,,
10.15195/v8.a7,SS228,"Better in the Shadows? Public Attention, Media Coverage, and Market Reactions to Female CEO Announcements","Edward Bishop Smith, Jillian Chown, and Kevin Gaughan",2021-05-17,"February 10, 2021",https://sociologicalscience.com/articles-v8-7-119/,,,,,,,,,,,,
10.15195/v8.a8,SS229,Racial Differences in Women’s Role-Taking Accuracy: How Status Matters,"Tony P. Love, Jenny L. Davis",2021-06-07,"February 2, 2021",https://sociologicalscience.com/articles-v8-8-150/,,,,,,,,,,,,
10.15195/v8.a11,SS232,Competitive Exclusion versus Mimetic Isomorphism: An Identified Empirical Test,"William P. Barnett, Xiao Xiao, Yi Zhou",2021-06-21,"April 2, 2021",https://sociologicalscience.com/articles-v8-11-211/,,,,,,,,,,,,
10.15195/v8.a12,SS233,"Genres, Objects, and the Contemporary Expression of Higher-Status Tastes","Clayton Childress, Shyon Baumann, Craig M. Rawlings, Jean-François Nault",2021-07-14,"January 9, 2021",https://sociologicalscience.com/articles-v8-12-230/,,,,,,,,,,,,
10.15195/v8.a16,SS237,"Filial Intelligence and Family Social Class, 1947 to 2012",Lindsay Paterson,2021-10-20,"August 13, 2021",https://sociologicalscience.com/articles-v8-16-325/,,,,,,,,,,,,
10.15195/v8.a18,SS238,"Yes, Denmark Is a More Educationally Mobile Society than the United States: Rejoinder to Kristian Karlson","Stefan B. Andrade, Jens-Peter Thomsen",2021-11-17,2021-09-19,https://sociologicalscience.com/articles-v8-18-359/,,,,,,,,,,,,
10.15195/v8.a17,SS239,"Is Denmark a Much More Educationally Mobile Society than the United States? Comment on Andrade and Thomsen, ""Intergenerational Educational Mobility in Denmark and the United States"" (2018)",Kristian Bernt Karlson,2021-11-17,"June 11, 2021",https://sociologicalscience.com/articles-v8-17-346/,,,,,,,,,,,,
10.15195/v8.a19,SS240,The Link between Social and Structural Integration: Co- and Interethnic Friendship Selection and Social Influence within Adolescent Social Networks,"Georg Lorenz, Zerrin Salikutluk, Zsófia Boda, Malte Jansen, Miles Hewstone",2021-11-22,"March 3, 2021",https://sociologicalscience.com/articles-v8-19-371/,,,,,,,,,,,,
10.15195/v8.a21,SS242,"The Rise of the Nones across the United States, 1973 to 2018: State-Level Trends of Religious Affiliation and Participation in the General Social Survey","Dingeman Wiertz, Chaeyoon Lim",2021-12-02,"June 30, 2021",https://sociologicalscience.com/articles-v8-21-429/,,,,,,,,,,,,
10.15195/v8.a22,SS243,Collaborative Practices in Crisis Science: Interdisciplinary Research Challenges and the Syrian War,"Fiona Greenland, Michelle D. Fabiani",2021-12-10,"April 27, 2021",https://sociologicalscience.com/articles-v8-22-455/,,,,,,,,,,,,
10.15195/v8.a23,SS244,Leapfrogging the Melting Pot? European Immigrants' Intergenerational Mobility across the Twentieth Century,"Kendal Lowrey, Jennifer Van Hook, James D. Bachmeier, Thomas B. Foster",2021-12-17,"October 22, 2021",https://sociologicalscience.com/articles-v8-23-480/,,,,,,,,,,,,
10.15195/v9.a1,SS245,"Prejudice, Bigotry, and Support for Compensatory Interventions to Address Black–White Inequalities: Evidence from the General Social Survey, 2006 to 2020",Stephen L. Morgan,2022-01-10,"November 15, 2021",https://sociologicalscience.com/articles-v9-1-1/,,,,,,,,,,,,
10.15195/v9.a2,SS246,Education and Social Fluidity: A Reweighting Approach,Kristian Bernt Karlson,2022-02-23,"September 9, 2021",https://sociologicalscience.com/articles-v9-2-27/,,,,,,,,,,,,
10.15195/v9.a3,SS247,Dog Whistles and Work Hours: The Political Activation of Labor Market Discrimination,"Adam Goldstein, Tod Hamilton",2022-03-02,"December 7, 2021",https://sociologicalscience.com/articles-v9-3-40/,,,,,,,,,,,,
10.15195/v9.a4,SS248,"The Religious Work Ethic and the Spirit of Patriarchy: Religiosity and the Gender Gap in Working for Its Own Sake, 1977 to 2018","Landon Schnabel, Cyrus Schleifer, Eman Abdelhadi, Samuel L. Perry",2022-03-09,"October 26, 2021",https://sociologicalscience.com/articles-v9-4-75/,,,,,,,,,,,,
10.15195/v9.a5,SS249,Schedule Unpredictability and High-Cost Debt: The Case of Service Workers,"Mariana Amorim, Daniel Schneider",2022-04-04,"November 10, 2021",https://sociologicalscience.com/articles-v9-5-102/,,,,,,,,,,,,
10.15195/v9.a6,SS250,"The Stalled Gender Revolution and the Rise of Top Earnings in the United States, 1980 to 2017","Hadas Mandel, Assaf Rotman",2022-04-11,"December 8, 2021",https://sociologicalscience.com/articles-v9-6-136/,,,,,,,,,,,,
10.15195/v9.a7,SS251,"Marriage, Kids, and the Picket Fence? Household Type and Wealth among U.S. Households, 1989 to 2019","Christine Percheski, Christina Gibson-Davis",2022-04-25,"March 10, 2021",https://sociologicalscience.com/articles-v9-7-159/,,,,,,,,,,,,
10.15195/v9.a10,SS254,"""Choose the Plan That’s Right for You"": Choice Devolution as Class-Biased Institutional Change in U.S. Employer-Sponsored Health Insurance","Adam Goldstein, James Franklin Wharam",2022-05-16,"January 3, 2022",https://sociologicalscience.com/articles-v9-10-221/,,,,,,,,,,,,
10.15195/v9.a11,SS255,"Where Do Cultural Tastes Come From? Genes, Environments, or Experiences",Mads Meier Jæger and Stine Møllegaard,2022-05-23,"January 19, 2022",https://sociologicalscience.com/articles-v9-11-252/,,,,,,,,,,,,
10.15195/v9.a14,SS258,Pathways to Skin Color Stratification: The Role of Inherited (Dis)Advantage and Skin Color Discrimination in Labor Markets,"Maria Abascal, Denia Garcia",2022-08-29,"May 31, 2022",https://sociologicalscience.com/articles-v9-14-346/,,,,,,,,,,,,
10.15195/v9.a16,SS260,Local Policing and the Educational Outcomes of Undocumented College Students,"Joscha Legewie, Amy Hsin, Niklas Harder, Linna Martén",2022-10-12,"July 19, 2022",https://sociologicalscience.com/articles-v9-16-406/,,,,,,,,,,,,
10.15195/v9.a17,SS261,Perceived Social Exclusion and Loneliness: Two Distinct but Related Phenomena,"Oliver Huxhold, Bianca Suanet, Martin Wetzel",2022-10-24,"July 13, 2022",https://sociologicalscience.com/articles-v9-17-430/,,,,,,,,,,,,
10.15195/v9.a18,SS262,Racially Distinctive Names Signal Both Race/Ethnicity and Social Class,"Charles Crabtree, S. Michael Gaddis, John B. Holbein, Edvard Nergård Larsen",2022-12-12,"December 4, 2021",https://sociologicalscience.com/articles-v9-18-454/,,,,,,,,,,,,
10.15195/v10.a2,SS265,Do Organizational Policies Narrow Gender Inequality? Novel Evidence from Longitudinal Employer–Employee Data,"Florian Zimmermann, Matthias Collischon",2023-02-28,"September 1, 2022",https://sociologicalscience.com/articles-v10-2-47/,,,,,,,,,,,,
10.15195/v10.a3,SS266,Using Machine Learning to Uncover the Semantics of Concepts: How Well Do Typicality Measures Extracted from a BERT Text Classifier Match Human Judgments of Genre Typicality?,"Gaël Le Mens, Balázs Kovács, Michael T. Hannan, Guillem Pros",2023-03-03,"September 28, 2022",https://sociologicalscience.com/articles-v10-3-82/,,,,,,,,,,,,
10.15195/v10.a5,SS268,Dissecting the Lexis Table: Summarizing Population-Level Temporal Variability with Age–Period–Cohort Data,Ethan Fosse,2023-03-13,"April 7, 2022",https://sociologicalscience.com/articles-v10-5-150/,,,,,,,,,,,,
10.15195/v10.a6,SS269,"Ethno-nationalism and Right-Wing Extremist Violence in the United States, 2000 through 2018",Susan Olzak,2023-03-20,"August 17, 2022",https://sociologicalscience.com/articles-v10-6-197/,,,,,,,,,,,,
10.15195/v10.a7,SS270,"Homophily, Setbacks, and the Dissolution of Heterogeneous Ties: Evidence from Professional Tennis","Xuege (Cathy) Lu, Shinan Wang, Letian Zhang",2023-03-24,"September 28, 2022",https://sociologicalscience.com/articles-v10-7-227/,,,,,,,,,,,,
10.15195/v10.a8,SS271,"Findings on Summer Learning Loss Often Fail to Replicate, Even in Recent Data","Joseph Workman, Paul T. von Hippel, Joseph Merry",2023-03-30,"January 6, 2023",https://sociologicalscience.com/articles-v10-8-251/,,,,,,,,,,,,
10.15195/v10.a9,SS272,From Social Alignment to Social Control: Reporting the Taliban in Afghanistan,"Patrick Bergemann, Austin L. Wright",2023-04-17,"January 12, 2023",https://sociologicalscience.com/articles-v10-9-286/,,,,,,,,,,,,
10.15195/v10.a10,SS273,"Marginal Odds Ratios: What They Are, How to Compute Them, and Why Sociologists Might Want to Use Them","Kristian Bernt Karlson, Ben Jann",2023-04-27,"January 31, 2023",https://sociologicalscience.com/articles-v10-10-332/,,,,,,,,,,,,
10.15195/v10.a11,SS274,Recreating a Plausible Future: Combining Cultural Repertoires in Unsettled Times,"Shira Zilberstein, Michèle Lamont, Mari Sanchez",2023-05-03,"August 27, 2022",https://sociologicalscience.com/articles-v10-11-348/,,,,,,,,,,,,
10.15195/v10.a12,SS275,"Income Inequality and Residential Segregation in ""Egalitarian"" Sweden: Lessons from a Least Likely Case","Selcan Mutgan, Jonathan J. B. Mijs",2023-05-10,"December 9, 2022",https://sociologicalscience.com/articles-v10-12-374/,,,,,,,,,,,,
10.15195/v10.a16,SS278,"""Looking for It in Genetix"": Response to Comment","Mads Meier Jæger, Stine Møllegaard",2023-07-10,"March 1, 2023",https://sociologicalscience.com/articles-v10-16-467/,,,,,,,,,,,,
10.15195/v10.a15,SS279,"Eurythmics or Xenakis? Cultural Tastes (Are Not Made of Genes): Comment on Jæger and Møllegaard, ""Where Do Cultural Tastes Come From? Genes, Environments, or Experiences""","Julien Larrègue, Frédéric Lebaron, Hervé Perdry, Nicolas Robette",2023-07-10,"November 18, 2022",https://sociologicalscience.com/articles-v10-15-454/,,,,,,,,,,,,
10.15195/v10.a17,SS280,Resilience and Stress in Romantic Relationships in the United States During the COVID-19 Pandemic,"Michael J. Rosenfeld, Sonia Hausen",2023-09-06,"May 15, 2023",https://sociologicalscience.com/articles-v10-17-472/,,,,,,,,,,,,
10.15195/v10.a18,SS281,"""Was It Me or Was It Gender Discrimination?"" How Women Respond to Ambiguous Incidents at Work","Laura Doering, Jan Doering, András Tilcsik",2023-09-11,"March 8, 2023",https://sociologicalscience.com/articles-v10-18-501/,,,,,,,,,,,,
10.15195/v10.a19,SS282,Why Net Worth Misrepresents Wealth Effects and What to Do About It,"Jascha Dräger, Klaus Pforr, Nora Müller",2023-09-18,"January 26, 2023",https://sociologicalscience.com/articles-v10-19-534/,,,,,,,,,,,,
10.15195/v10.a22,SS285,The Ethnic Lens: Social Networks and the Salience of Ethnicity in the School Context,"Clemens Kroneberg, Mark Wittek",2023-10-03,"February 7, 2023",https://sociologicalscience.com/articles-v10-22-613/,,,,,,,,,,,,
10.15195/v10.a23,SS286,Does Unprecedented Mass Immigration Fuel Ethnic Discrimination? A Two-Wave Field Experiment in the German Housing Market,"Katrin Auspurg, Renate Lorenz, Andreas Schneck",2023-10-10,"December 17, 2022",https://sociologicalscience.com/articles-v10-23-640/,,,,,,,,,,,,
10.15195/v10.a24,SS287,The Inequality of Lifetime Pensions,"Jiaxin Shi, Martin Kolk",2023-10-17,"May 24, 2023",https://sociologicalscience.com/articles-v10-24-667/,,,,,,,,,,,,
10.15195/v10.a25,SS288,Institutional Survival under Extreme State Repression and Subsequent Revival,"Hongwei Xu, Litao Zhao",2023-10-24,"February 24, 2023",https://sociologicalscience.com/articles-v10-25-694/,,,,,,,,,,,,
10.15195/v10.a27,SS290,The Refugee Advantage: English-Language Attainment in the Early Twentieth Century,"Ran Abramitzky, Leah Boustan, Peter Catron, Dylan Connor, Rob Voigt",2023-11-03,"June 23, 2023",https://sociologicalscience.com/articles-v10-27-769/,,,,,,,,,,,,
10.15195/v10.a28,SS291,Feasible Peer Effects: Experimental Evidence for Deskmate Effects on Educational Achievement and Inequality,"Tamás Keller, Felix Elwert",2023-11-06,"July 12, 2023",https://sociologicalscience.com/articles-v10-28-806/,,,,,,,,,,,,
10.15195/v10.a30,SS293,Life-Course Differences in Occupational Mobility Between Vocationally and Generally Trained Workers in Germany,"Viktor Decker, Thijs Bol, Hanno Kruse",2023-11-14,"May 3, 2023",https://sociologicalscience.com/articles-v10-30-857/,,,,,,,,,,,,
10.15195/v10.a31,SS294,Does Schooling Affect Socioeconomic Inequalities in Educational Attainment? Evidence from a Natural Experiment in Germany,Michael Grätz,2023-11-20,"May 20, 2023",https://sociologicalscience.com/articles-v10-31-880/,,,,,,,,,,,,
10.15195/v10.a33,SS296,'13 Reasons Why' Probably Increased Emergency Room Visits for Self-Harm among Teenage Girls,Chris Felton,2023-12-11,"March 15, 2023",https://sociologicalscience.com/articles-v10-33-930/,,,,,,,,,,,,
10.15195/v11.a1,SS298,Old World Trade Diasporas,"Lisa Blaydes, Christopher Paik",2024-01-08,"January 8, 2023",https://sociologicalscience.com/articles-v11-1-1/,,,,,,,,,,,,
10.15195/v11.a3,SS300,"Breaking Barriers or Persisting Traditions? Fertility Histories, Occupational Achievements, and Intergenerational Mobility of Italian Women","Filippo Gioachin, Anna Zamberlan",2024-02-25,"October 20, 2023",https://sociologicalscience.com/articles-v11-3-67/,,,,,,,,,,,,
10.15195/v11.a4,SS301,"Emerging Pronoun Practices After the Procedural Turn: Disclosure, Discovery, and Repair","Julieta Goldenberg, Rogers Brubaker",2024-03-01,2023-12-01,https://sociologicalscience.com/articles-v11-4-91/,,,,,,,,,,,,
10.15195/v11.a5,SS302,Classed Burdens: Habitus and Administrative Burden during the COVID-19 Pandemic,Taylor Laemmli,2024-03-07,"August 24, 2023",https://sociologicalscience.com/articles-v11-5-114/,,,,,,,,,,,,
10.15195/v11.a6,SS303,Differences in Academic Preparedness Do Not Fully Explain Black–White Enrollment Disparities in Advanced High School Coursework,"João M. Souto-Maior, Ravi Shroff",2024-03-11,"October 30, 2023",https://sociologicalscience.com/articles-v11-6-138/,,,,,,,,,,,,
10.15195/v11.a7,SS304,Validating the White Flight Hypothesis: Neighborhood Racial Composition and Out-Migration in Two Longitudinal Surveys,"Peter Mateyka, Matthew Hall",2024-03-14,"July 20, 2023",https://sociologicalscience.com/articles-v11-7-164/,,,,,,,,,,,,
10.15195/v11.a9,SS306,Bridging the Digital Divide Narrows the Participation Gap: Evidence from a Quasi-Natural Experiment,"Vincenz Frey, Delia S. Baldassarri, Francesco C. Billari",2024-03-21,"June 30, 2023",https://sociologicalscience.com/articles-v11-9-214/,,,,,,,,,,,,
10.15195/v11.a11,SS308,The Effect of Workplace Raids on Academic Performance: Evidence from Texas,Sofia Avila,2024-03-28,"November 3, 2023",https://sociologicalscience.com/articles-v11-11-258/,,,,,,,,,,,,
,SS309,Identity from Symbolic Networks: The Rise of New Hollywood,"Katharina Burgdorf, Henning Hillmann",2024-04-02,"June 30, 2023",https://sociologicalscience.com/articles-v11-12-297/,,,,,,,,,,,,
10.15195/v11.a13,SS310,Every Forest Has Its Shadow: The Demographics of Concealment in the United States,"Maria S. Grigoryeva, Blaine G. Robbins",2024-04-05,"December 15, 2023",https://sociologicalscience.com/articles-v11-13-340/,,,,,,,,,,,,
10.15195/v11.a14,SS311,Implicit Terror: A Natural Experiment on How Terror Attacks Affect Implicit Bias,Filip Olsson,2024-04-09,"January 17, 2024",https://sociologicalscience.com/articles-v11-14-379/,,,,,,,,,,,,
10.15195/v11.a18,SS315,Intergenerational Social Mobility Among the Children of Immigrants in Western Europe: Between Socioeconomic Assimilation and Disadvantage,"Mauricio Bucca, Lucas G. Drouhot",2024-06-03,"January 12, 2024",https://sociologicalscience.com/articles-v11-18-489/,,,,,,,,,,,,
10.15195/v11.a19,SS316,Colorism Revisited: The Effects of Skin Color on Educational and Labor Market Outcomes in the United States,Mauricio Bucca,2024-06-10,"February 23, 2024",https://sociologicalscience.com/articles-v11-19-517/,,,,,,,,,,,,
10.15195/v11.a20,SS317,Homebound: The Long-Term Rise in Time Spent at Home Among U.S. Adults,Patrick Sharkey,2024-07-29,"May 15, 2024",https://sociologicalscience.com/articles-v11-20-553/,,,,,,,,,,,,
10.15195/v11.a21,SS318,Three Lions or Three Scapegoats: Racial Hate Crime in the Wake of the Euro 2020 Final in London,"Christof Nägel, Mathijs Kros, Ryan Davenport",2024-07-30,"April 10, 2024",https://sociologicalscience.com/articles-v11-21-579/,,,,,,,,,,,,
10.15195/v11.a22,SS319,Labor Market Consequences of Grandparenthood,"Won-tak Joo, Felix Elwert, Martin Munk",2024-08-03,"January 18, 2024",https://sociologicalscience.com/articles-v11-22-600/,,,,,,,,,,,,
10.15195/v11.a24,SS320,Unemployment Insurance and the Family: Heterogeneous Effects of Benefit Generosity on Reemployment and Economic Precarity,"Ursina Kuhn, Debra Hevenstone, Leen Vandecasteele, Samin Sepahniya, Dorian Kessler",2024-08-14,"July 4, 2024",https://sociologicalscience.com/articles-v11-24-649/,,,,,,,,,,,,
10.15195/v11.a25,SS321,Status Ambiguity and Multiplicity in the Selection of NBA Awards,"Peter McMahan, Eran Shor",2024-08-20,"January 5, 2024",https://sociologicalscience.com/articles-v11-25-680/,,,,,,,,,,,,
10.15195/v11.a26,SS322,Algorithmic Risk Scoring and Welfare State Contact Among US Children,Martin Eiermann,2024-08-20,"May 20, 2024",https://sociologicalscience.com/articles-v11-26-707/,,,,,,,,,,,,
10.15195/v11.a27,SS323,Teacher Bias in Assessments by Student Ascribed Status: A Factorial Experiment on Discrimination in Education,"Carlos Gil-Hernández, Irene Pañeda-Fernández, Leire Salazar, Jonatan Muñoz",2024-08-23,"January 6, 2024",https://sociologicalscience.com/articles-v11-27-743/,,,,,,,,,,,,
